OBJECTID,SITE_ID,PRIMARYSP,STATUS,LEASE_TYPE,LEASEHOLDE,CONTACT,LOCATION,WATERBODY,CITY,COUNTY,EXPIRATION,GlobalID,Acres,created_user,created_date,last_edited_user,last_edited_date,decision_url,SHAPEarea,SHAPElen
2573,BHB TI,Blue mussels,T,S,Maine Cultured Mussels Inc.,Susan Swanson,East of Tinker Island,Blue Hill Bay,Tremont,Hancock,2015/07/25 05:00:00+00,{985555D6-C6B8-4B66-A85B-89AC9BDACCFF},12.03848885,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,48718.0359360529,882.886988852544
2893,FREN BI,Blue mussels,A,S,"Acadia Aqua Farms, LLC.",Theo and Fiona de Koning,North of Bean Island,Frenchman Bay,Sorrento,Hancock,2039/01/12 05:00:00+00,{DC1F7302-7052-4911-BBAC-1A633F42E64D},32.23788175,,1970/01/01 00:00:00+00,MEDMR,2020/12/07 20:32:18+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED_DECISION_FRENBI_AcadiaAquaFarms.pdf,130462.078784919,1589.53587137282
3212,TAUN HB3,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,Buckskin Island,Hog Bay,Franklin,Hancock,2024/06/18 05:00:00+00,{BA2EA838-85A9-4B93-AED3-9574DF352E94},3.91977993,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,15862.7865725483,702.05479989042
3215,TAUN HB3,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,Southwest of Buckskin Island,Taunton Bay,Franklin,Hancock,2021/06/02 05:00:00+00,{FB55320D-A8C6-4A16-9863-7705E42B718D},1.26443345,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,5116.98062900811,372.610386844353
3216,TAUN HB3,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,Southwest of Buckskin Island,Taunton Bay,Franklin,Hancock,2021/06/02 05:00:00+00,{8B239F6E-DCBB-49D6-AEEB-E091B2CA883F},2.95649992,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,11964.5306989889,463.403604348713
3218,TAUN HB2,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,Burying Island,Taunton Bay,Franklin,Hancock,2019/03/04 05:00:00+00,{F97CB847-E42F-4B99-98DC-60A4412262F2},6.48268942,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,26234.5133160042,716.016636169055
3221,TAUN HB2,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,Burying Island,Taunton Bay,Franklin,Hancock,2019/03/04 05:00:00+00,{8FA3EFF2-191B-4858-B52F-B51B19DFB7A3},4.7571038,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,19251.3160477347,632.347322166432
3533,FREN PI2,Blue mussels,T,S,"West, James",James West,South of Preble Island,Frenchman Bay,Sorrento,Hancock,2012/03/21 05:00:00+00,{EA32E6D4-4528-4882-8E3C-243F5FB29CD9},35.63832944,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,144223.202396279,1552.47033396858
3534,FREN PI4,Marine algae,P,W,"West, James",James West,Preble Island,Frenchman Bay,Sorrento,Hancock,2019/05/21 05:00:00+00,{9785E418-934F-4AF9-ACE8-4B3A42605B0F},35.62408139,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/greatbaydecision2009.pdf,144165.542564851,1552.24968011731
3853,CAS LCI,Marine algae,T,E,"Aqua Farms, LLC.",Tollef Olson,South of Little Chebeague Island,Casco Bay,Long Island,Cumberland,2012/08/23 05:00:00+00,{8204ACFE-44E8-4323-96DE-1DDA589E2B3F},0.82468305,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,3337.37388069545,928.690367044576
4183,DAM DL2,American oysters,A,S,"Glidden Point Oyster Company, Inc.",Ryan McPherson,Dodge Lower Cove,Damariscotta River,Edgecomb,Lincoln,2039/11/08 05:00:00+00,{7377D0D5-218E-419D-8834-9198E6314875},7.98492162,,1970/01/01 00:00:00+00,MEDMR,2020/11/04 22:00:29+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_DAMDL2_GLIDDENPOINTOYSTER.pdf,32313.8313284757,1005.67708830333
4184,TENH LC,American oysters,T,E,Wildcat Oyster,Daniel Canfield,Wildcat Lobster Pound,Tenants Harbor,St. George,Knox,2012/03/29 05:00:00+00,{F2E61371-D78B-4881-B015-1438C95A8C27},1.5217695,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,6158.38267935338,324.448523076375
4494,PEN STH2,Blue mussels,E,S,"Pemaquid Mussel Farms, LLC.",Peter Fischer,Deer Isle Thorofare,Penobscot Bay,Stonington,Hancock,2020/01/26 05:00:00+00,{682F5F68-BC9D-4CB8-996E-6F6D11904C82},1.86525191,,1970/01/01 00:00:00+00,MEDMR,2020/10/08 23:36:27+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/pemaquidmussel2010decisionpensth2.pdf,7548.40667590909,448.317509908755
4496,GMP MDI,Oysters/clams,T,E,"Porada, Joseph",Joseph Porada,Goose Marsh Pond,Blue Hill Bay,Mount Desert,Hancock,2013/03/31 05:00:00+00,{692F9484-C232-4B94-B508-B1441DBC6B5A},1.65585487,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,6701.00692097133,331.089716423607
4497,MACH CI2,Atlantic salmon,P,F,"Cooke Aquaculture USA, Inc.",Jennifer Robinson,Northwest side of Cross Island,Machias Bay,Cutler,Washington,2020/08/25 05:00:00+00,{22A0DAEE-2337-4E20-AF74-A769246EEDFE},44.67847219,,1970/01/01 00:00:00+00,MEDMR,2020/09/08 18:48:52+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/phoenixcrossislandexpansion2009.pdf,180807.362117205,1703.67951416272
4498,SWAN BIS,Atlantic salmon,A,F,"Cooke Aquaculture USA, Inc.",Jennifer Robinson,Black Island,,Frenchboro,Hancock,2021/03/20 05:00:00+00,{4DA72452-C305-4B77-A658-D35F1CF189DD},38.54209391,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/swanbis2011decision.pdf,155974.320287625,1584.50429340602
4897,SCAR WLS,American and European oysters,T,E,"Nonesuch Oysters, LLC.",Abigail Carroll,Little Split,Scarborough River,Scarborough,Cumberland,2014/08/21 05:00:00+00,{67170ADB-780E-4B0B-93D6-18B8F214C8B8},3.9979531,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,16179.1421629294,715.889129927788
4899,SCAR ELS,American oysters,T,E,"Perry, Nate",Nate Perry,South of the railroad trestle,Scaroborough River,Scarborough,Cumberland,2014/07/31 05:00:00+00,{50948373-79CB-41A7-9D29-3BBF23B33F62},1.36968466,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,5542.91715889819,391.93792740424
4900,CAS LONG,Blue mussels,A,S,"Wild Ocean Aquaculture, LLC.",Matthew Moretti,South of Little Chebeague Island,Casco Bay,Long Island,Cumberland,2021/05/12 05:00:00+00,{B7B4F31C-5922-4A8A-A625-D50BE7E5CB25},1.73862088,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/trundypointcaslong2011dec.pdf,7035.9490676555,451.362981524869
4901,BAG BH,American oysters,A,S,"Peasley, Frank S.",Frank S. Peasley,North of Bear Head,Bagaduce River,Brooksville,Hancock,2021/02/27 05:00:00+00,{4ABBE682-B520-4F1B-BB6F-F11E0519CEBD},5.38222966,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/peasleydecision2011.pdf,21781.1106668171,779.492667402168
4903,CAS LNI,American oysters,T,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,West of Lanes Island,Casco Bay,Yarmouth,Cumberland,2014/01/12 05:00:00+00,{5D15ACC4-11EB-4FC2-8AC0-4AA5DEC81A00},3.92035755,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,15865.1241370035,613.095700445972
4904,MED GI3,Blue mussels,A,E,"Farmer, Paul",Paul Farmer,West of Gay Island,Meduncook River,Cushing,Knox,2021/02/27 05:00:00+00,{97A41D17-D762-44AA-942D-7BE1C80FF300},0.27924747,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/farmerdecision2011.pdf,1130.07441425981,141.189847805777
4911,TAUN HB3,American oysters,T,S,"Taunton Bay Oyster Company, Inc.",Michael Briggs,Southwest of Buckskin Island,Taunton Bay,Franklin,Hancock,2021/06/02 05:00:00+00,{4AE88678-EEEC-4517-B6B9-2DB0F0A2DCE4},2.51125135,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,10162.6736617613,675.721111589172
4912,TAUN HB3,American oysters,T,S,"Taunton Bay Oyster Company, Inc.",Michael Briggs,South of Buckskin Island,Hog Bay,Franklin,Hancock,2021/06/02 05:00:00+00,{EAE9D8FB-E74F-49E2-8523-0B9523BB7E9F},8.48418499,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,34334.2785271785,809.958542337924
4913,TAUN HB3,American oysters,T,S,"Taunton Bay Oyster Company, Inc.",Michael Briggs,West of Buckskin Island,Hog Bay,Franklin,Hancock,2021/06/02 05:00:00+00,{69428E8F-FBA2-4F52-9D7E-A7419C2FDEA2},2.92631879,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,11842.3919923909,510.600405143305
5305,HARP EN1,American oysters,T,E,"Field, Jason",Jason Field,"Ewin Narrows, Harpswell Sound",Casco Bay,Harpswell,Cumberland,2013/06/23 05:00:00+00,{0C94B9F7-2E1C-4400-8108-6BF1397518F4},2.38150726,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,9637.61793822999,403.362909478968
5706,DAM EL3,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Little Point,Damariscotta River,Newcastle,Lincoln,2026/10/11 05:00:00+00,{D1B9910D-B120-4B7E-8F1C-7F5B85A317FF},2.50362968,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMEL3Executed.pdf,10131.829846841,548.802988692097
5707,DAM EL3,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Little Point,Damariscotta River,Newcastle,Lincoln,2026/10/11 05:00:00+00,{4C952ADA-24E9-4A87-A41E-3C2C552C0D54},7.15363369,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMEL3Executed.pdf,28949.7284560847,831.285826649961
5708,DAM EL3,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Little Point,Damariscotta River,Newcastle,Lincoln,2026/10/11 05:00:00+00,{1171065E-3D00-4D1B-B9FB-2763B280CB64},2.21767101,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMEL3Executed.pdf,8974.59618632161,693.175188033083
5709,DAM EL3,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Little Point,Damariscotta River,Newcastle,Lincoln,2026/10/11 05:00:00+00,{84920BB7-F806-4374-922F-1ABB4F6CFBB2},3.29788285,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMEL3Executed.pdf,13346.0584090955,626.621131030903
5711,DAM PP2,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Perkins Point,Damariscotta River,Newcastle,Lincoln,2022/05/13 05:00:00+00,{D5B7820D-3288-496A-8FEC-93A01C206C71},23.75750243,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMPP2MookSeaFarm2011-08.pdf,96143.201287573,1714.37942561344
5712,FREN STA,Atlantic cod,T,F,Great Bay Aquaculture of Maine,Amy Crowley/Mordecai Levovitz,Stave Island,Frenchman Bay,Gouldsboro,Hancock,2022/06/05 05:00:00+00,{9C4220DE-E4F8-4E6B-B1F6-8D620168E6ED},20.0188509,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,81013.415333563,1141.1637975138
5713,CAS CHEB,Marine algae,E,E,"Ocean Approved, LLC.",Paul Dobbins,West-Southwest of Indian Point,Casco Bay,Chebeague Island,Cumberland,2015/07/31 05:00:00+00,{E39089B2-6C7F-4E92-9DEF-C2C940923675},2.9923252,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,12109.5104423886,743.334737907392
5714,DAM BP,American oysters,A,E,Damariscotta River Association,Sarah Gladu,South of Blackstone Point,Damariscotta River,Damariscotta,Lincoln,2021/05/31 05:00:00+00,{BEBCE9BD-62FE-4534-A16F-60E9F9A79A50},0.05752868,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMBP.pdf,232.810321616363,61.0510573858744
5715,CAS JEWL,Marine algae,T,E,"Ocean Approved, LLC.",Tollef Olson,Southwest of Jewell Island,Casco Bay,Portland,Cumberland,2015/01/02 05:00:00+00,{BA647856-DFCE-4F60-947B-C9019FA5BD5A},3.02684397,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,12249.2029514232,743.038280547321
5718,JOHN NB2,American oysters,T,S,"Johns River Oyster, LLC.",David Cheney,North Branch,Johns River,South Bristol,Lincoln,2022/02/07 05:00:00+00,{A828850E-3F13-459B-B432-3478F6CC89C2},4.31309622,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,17454.4811522432,982.816536201609
5719,CAS BASK,Blue mussels,T,E,"Trundy Point, LLC.",Peter Stocks,Southeast of Basket Island,Casco Bay,Cumberland,Cumberland,2015/12/31 05:00:00+00,{9E2B00D3-4D47-4744-803D-9F17B0E228F6},2.71220562,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,10975.9067411549,485.317916991661
5720,SCAR NELS,American and European oysters,T,E,"Nonesuch Oysters, LLC.",Abigail Carroll,Little Split,Scarborough River,Scarborough,Cumberland,2015/09/03 05:00:00+00,{555012BD-1064-4E84-B51F-3A9C3CD8D511},0.40672971,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,1645.97675543963,163.340490613239
5721,BHB LI2,Blue mussels,T,S,"Gray's Mussel Farm, LLC.",Terry Gray,East of Long Island,Blue Hill Bay,Blue Hill,Hancock,2016/11/28 05:00:00+00,{AEF8A1B2-31E3-48CC-ABE8-6F2E4289819B},3.01346532,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,12195.0614674869,521.337961211681
5722,CAS BC,American oysters,E,E,"Peaks Island Shellfish, LLC.",Mark Green,Broad Cove,Casco Bay,Yarmouth,Cumberland,2016/04/30 05:00:00+00,{DA7A2C58-350F-4AA6-80D7-4AF18A44D945},1.75158119,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFdecision-PeaksI.Shellfish2012-03E.pdf,7088.39757804106,337.009690998043
5723,BAG BH2,American oysters/sea scallops,T,E,Little Island Oyster Company,Frank and Tonyia Peasley,Off Bear Head,Bagaduce River,Brooksville,Hancock,2016/07/31 05:00:00+00,{BB7E97C3-33AE-405F-AFEF-E05C2F6B5705},0.15782936,,1970/01/01 00:00:00+00,MEDMR,2020/11/05 21:45:19+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionBAGBH2andBAGBH3.pdf,638.71277500192,132.282182331161
5724,DAM PI2,American oysters,A,S,"Mook Sea Farms, Inc.",William Mook,East of Peters Island,Damariscotta River,South Bristol,Lincoln,2026/10/20 05:00:00+00,{0A2FDE3D-BD33-4E17-A224-388E201A8F14},0.65588462,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionMookSeaFarmsExecuted.pdf,2654.27087353046,265.689144956162
5725,BAG BH2,American oysters/sea scallops,T,E,Little Island Oyster Company,Frank and Tonyia Peasley,Off Bear Head,Bagaduce River,Brooksville,Hancock,2016/07/31 05:00:00+00,{85B8F898-2A0D-4E32-90F1-A470F6AE43E5},0.18427969,,1970/01/01 00:00:00+00,MEDMR,2020/11/05 21:45:23+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionBAGBH2andBAGBH3.pdf,745.753452212754,132.550234107894
5726,BAG BH3,American oysters,T,E,Little Island Oyster Company,Frank and Tonyia Peasley,Off Bear Head,Bagaduce River,Brooksville,Hancock,2016/07/31 05:00:00+00,{B8C53440-82CE-4B17-BA29-E6D2F6EB8B5D},1.08210795,,1970/01/01 00:00:00+00,MEDMR,2020/11/05 21:46:01+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionBAGBH2andBAGBH3.pdf,4379.13551780004,265.627668567449
5727,PHMS NH2,American oysters,A,S,"Campbell, Adam and Michelle",Adam Campbell,Pulpit Harbor Mill Stream,Penobscot Bay,North Haven,Knox,2021/12/01 05:00:00+00,{B825A96B-F317-4956-8CD2-C35546624898},2.53379433,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/CampbellFOFdecisionPHMSNH2signedanddated.pdf,10253.9018527578,508.517460390417
5728,BAG BH2,American oysters/sea scallops,T,E,Little Island Oyster Company,Frank and Tonyia Peasley,Off Bear Head,Bagaduce River,Brooksville,Hancock,2016/07/31 05:00:00+00,{68385CBE-AA4A-403C-BB93-70918C97A8A6},1.08209594,,1970/01/01 00:00:00+00,MEDMR,2020/11/05 21:45:21+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionBAGBH2andBAGBH3.pdf,4379.08688428802,265.626203631979
5729,DAM LW2,Oysters/clams/mussels/scallops/marine algae,A,E,Darling Marine Center/University of Maine,Timothy Miller,Lowes Cove,Damariscotta River,Walpole,Lincoln,2023/09/30 05:00:00+00,{ACDC7B8A-5865-40DA-9A89-83D56AC2FF74},1.10723458,,1970/01/01 00:00:00+00,MEDMR,2020/11/04 21:58:28+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_DAMLW2_DarlingMarineCenter..pdf,4480.81936759866,361.147479041989
5730,DAM LW2,Oysters/clams/mussels/scallops/marine algae,A,E,Darling Marine Center/University of Maine,Timothy Miller,Lowes Cove,Damariscotta River,Walpole,Lincoln,2023/09/30 05:00:00+00,{F6DFCD76-4267-42B9-9D6B-547E8F9ABE54},0.43736392,,1970/01/01 00:00:00+00,MEDMR,2020/11/04 21:58:29+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_DAMLW2_DarlingMarineCenter..pdf,1769.94899349045,195.133515054376
5731,DAM LW2,Oysters/clams/mussels/scallops/marine algae,A,E,Darling Marine Center/University of Maine,Timothy Miller,Lowes Cove,Damariscotta River,Walpole,Lincoln,2023/09/30 05:00:00+00,{3F37EF0A-D752-4F92-85AC-34A54A06C79F},0.23986412,,1970/01/01 00:00:00+00,MEDMR,2020/11/04 21:58:30+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_DAMLW2_DarlingMarineCenter..pdf,970.695653553854,127.870241256014
5732,BHB LI3,Blue mussels,T,S,Maine Cultured Mussels / Mussel Bound Farms,Erick Spencer Swanson,East of Long Island,Blue Hill Bay,Blue Hill,Hancock,2017/05/24 05:00:00+00,{0DA2EF6F-DFF5-4C0D-94F7-80AC1EE20616},29.97228342,,1970/01/01 00:00:00+00,MEDMR,2020/11/05 21:49:43+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/MaineCulturedMussels-MusselBoundFarmsBHBLI3EofLongIsBHB.pdf,121293.527643488,1421.94052125545
5733,TAUN HB4,American oysters,A,S,"Taunton Bay Oyster, LLC.",Michael Briggs,Buckskin Island,Taunton Bay,Franklin,Hancock,2024/06/18 05:00:00+00,{CFF598E6-8EE7-4746-B186-92E3409209DD},10.69231412,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFfinaldecisionTauntonBayOysterCo.No.2013-14.pdf,43270.2600727226,1959.33241165946
5734,TAUN HB4,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,,Taunton Bay,Franklin,Hancock,2024/06/18 05:00:00+00,{D2F84BF4-46AD-43FC-BC58-CB365D5CE998},5.2131759,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,21096.9743750832,748.455935687357
5735,MAQ BRW,American oysters,A,S,"Bradley, Edward and Christian Horne",Edward Bradley/Christian Horne,West of Bunganuc Rock,Maquoit Bay,Freeport,Cumberland,2024/06/24 05:00:00+00,{2ED0EBF2-4C33-45C2-96C5-F0D986D7B657},6.81078541,,1970/01/01 00:00:00+00,MEDMR,2020/11/05 22:03:29+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionMAQBRE-MaineOysterandBradley.pdf,27562.2706964557,684.528030663031
5736,TAUN HB4,American oysters,A,S,"Taunton Bay Oyster, LLC.",Michael Briggs,Southwest of Buckskin Island,Taunton Bay,Franklin,Hancock,2024/06/18 05:00:00+00,{DAC770F3-783A-44BF-9526-2E94BFA391FB},5.06024489,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFfinaldecisionTauntonBayOysterCo.No.2013-14.pdf,20478.0845233208,1284.47513188484
5737,TAUN HB4,American oysters,T,S,Taunton Bay Oyster Company Inc.,Michael Briggs,,Taunton Bay,Franklin,Hancock,2024/06/18 05:00:00+00,{839EEB17-9EA6-47B3-97AF-A0B9A4980118},3.11907002,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,12622.4285583279,601.141336610899
5738,TAUN HB4,American oysters,A,S,"Taunton Bay Oyster, LLC.",Michael Briggs,"Buckskin Island, Hog Bay",Taunton Bay,Franklin,Hancock,2024/06/18 05:00:00+00,{DE8FCDC7-D947-445A-A639-46C20F73C228},3.91977993,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFfinaldecisionTauntonBayOysterCo.No.2013-14.pdf,15862.7865725483,702.05479989042
5739,MAQ BRE,American oysters,A,S,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,West of Bunganuc Rock,Maquoit Bay,Freeport,Cumberland,2024/06/23 05:00:00+00,{424C3938-2A7B-4E61-BD9B-7E57017E3750},9.88805303,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionMAQBRE-MaineOysterandBradley.pdf,40015.5309237164,825.859827376256
5740,DAM PIN,American oysters,T,E,"Mook Sea Farm, Inc.",William Mook,Northwest of Peters Island,Damariscotta River,South Bristol,Lincoln,2017/11/04 05:00:00+00,{93E46571-76DE-4A2E-8CBF-5A6CDEBEA8D2},0.78368205,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,3171.44872306364,256.90163492231
5741,BHB LI3,Blue mussels,P,S,Maine Cultured Mussels / Mussel Bound Farms,Erick Swanson,East of Long Island,Blue Hill Bay,Blue Hill,Hancock,2017/05/24 05:00:00+00,{0F9CA143-8C25-4E99-B751-B53EEFBC6BEB},4.69849356,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/MaineCulturedMussels-MusselBoundFarmsBHBLI3EofLongIsBHB.pdf,19014.128845974,585.257178360763
5742,PHSP NH,American oysters,A,S,"Campbell, Adam and Michelle",Adam Campbell,Pulpit Harbor Salt Pond,Penobscot Bay,North Haven,Knox,2023/08/17 05:00:00+00,{1257539F-4EE4-4EBB-A463-CF1AC464460E},16.21840397,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,"https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/Adam and Michelle Campbell, Pulpit Harbor Salt Pond, N. Haven.pdf",65633.5522778591,1519.86538342791
5743,DAM BN,Oysters/quahogs/seaweed,A,S,"Johns River Shellfish, LLC.",David Cheney,Blackstone Narrows,Damariscotta River,Damariscotta,Lincoln,2025/02/18 05:00:00+00,{961B527E-36C6-41A8-B272-8FF906F07EB3},3.36094293,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FOFDecisionDAMBN.pdf,13601.2534968203,568.214362069981
5744,CAS LJIx,American oysters,P,E,"Wolf Neck Oyster Company, LLC.",Mark Green,Between Cousins and Littlejohn Islands,Casco Bay,Yarmouth,Cumberland,2018/03/31 05:00:00+00,{64567087-61FC-41E2-A897-9C56AD410948},1.96850173,,1970/01/01 00:00:00+00,MEDMR,2020/08/20 21:19:49+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/WolfNeckOysterCoDecision2-2-15.pdf,7966.24388387074,357.026679363692
5746,BHB GC4,American oysters,P,S,"Acadia Sea Farms, Inc.",Warren Pettegrow,"Goose Cove, Western Bay",Blue Hill Bay,Trenton,Hancock,2020/05/31 05:00:00+00,{71E9828B-A2E8-46F5-AB82-95648AAB3291},25.00063246,,1970/01/01 00:00:00+00,MEDMR,2020/09/08 18:48:03+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/acadiaseafarmdecision2012bhbgc4.pdf,101173.970015161,1394.54409019695
5747,BHB OHCx,American oysters,P,E,"Western Bay Oyster Company, LLC.",Matthew Gerald,South of Old House Cove,Blue Hill Bay,Bar Harbor,Hancock,2018/11/30 05:00:00+00,{5C127C67-635B-44A3-8779-667C3C8C49CF},3.31658544,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDecisionWesternBayOyster.pdf,13421.745078016,537.411326442284
5748,BHB GC4,American oysters,P,S,"Acadia Sea Farms, Inc.",Warren Pettegrow,"Goose Cove, Western Bay",Blue Hill Bay,Trenton,Hancock,2020/05/31 05:00:00+00,{19944E80-D11A-45F5-9631-E206459930A4},24.80462439,,1970/01/01 00:00:00+00,MEDMR,2020/09/08 18:48:05+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/acadiaseafarmdecision2012bhbgc4.pdf,100380.75352141,1503.79128122698
5749,MORG NJIx,Quahogs/oysters,T,E,"Porada, Joseph",Joseph Porada,"North of Jed Island, Morgan Bay",Blue Hill Bay,Surry,Hancock,2018/06/14 05:00:00+00,{98436AD4-1C61-48EC-AD7A-067CDE79BE31},3.92794902,,1970/01/01 00:00:00+00,MEDMR,2020/08/07 03:18:24+00,,15895.8457227862,509.877638082898
